Id,text,label
14990,"Sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .",2
14991,Heavy with flabby rolls of typical Toback machinations .,2
14992,"It is very difficult to care about the character , and that is the central flaw of the film .",1
14993,Snow Dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him,2
14994,Whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .,2
14995,"Reggio and Glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that Glass 's dirgelike score becomes a fang-baring lullaby .",2
14996,Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would .,2
14997,"The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .",3
14998,Charlize CHASES Kevin with a GUN .,3
14999,Courtney CHASES Stuart with a CELL PHONE .,3
15000,The sound of GUNFIRE and cell phones RINGING .,3
15001,"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",2
15002,Parents beware ; this is downright movie penance .,2
15003,"... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that I ca n't believe any viewer , young or old , would have a good time here .",1
15004,"Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal 's overweight and out of shape .",2
15005,A pathetically inane and unimaginative cross between XXX and Vertical Limit .,2
15006,"Impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .",3
15007,"Feels at times like a giant commercial for Universal Studios , where much of the action takes place .",1
15008,"While the mystery unravels , the characters respond by hitting on each other .",3
15009,"Britney Spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .",2
15010,Every sequel you skip will be two hours gained .,1
15011,Consider this review life-affirming .,3
15012,"If the movie were all comedy , it might work better .",3
15013,"But it has an ambition to say something about its subjects , but not a willingness .",2
15014,"The movie , while beautiful , feels labored , with a hint of the writing exercise about it .",3
15015,"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .",2
15016,Big time .,3
15017,"This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pepper .",3
15018,It should have stayed there .,2
15019,The film has a childlike quality about it .,3
15020,But the feelings evoked in the film are lukewarm and quick to pass .,2
15021,"The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .",2
15022,"It 's not a film to be taken literally on any level , but its focus always appears questionable .",3
15023,"Big Fat Liar is little more than Home Alone raised to a new , self-deprecating level .",1
15024,"The movie is gorgeously made , but it is also somewhat shallow and art-conscious .",3
15025,The only time 8 Crazy Nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers .,3
15026,"Loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness .",1
15027,"There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .",2
15028,"The story suffers a severe case of oversimplification , superficiality and silliness .",1
15029,Chamber of Secrets will find millions of eager fans .,5
15030,"But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",1
15031,Too clever by about nine-tenths .,4
15032,"Has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting .",2
15033,Bears about as much resemblance to the experiences of most battered women as Spider-Man does to the experiences of most teenagers .,2
15034,Toward the end Sum of All Fears morphs into a mundane '70s disaster flick .,2
15035,"Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .",4
15036,Mendes still does n't quite know how to fill a frame .,2
15037,"Like the Hanks character , he 's a slow study : The action is stilted and the tabloid energy embalmed .",2
15038,This thing is just garbage .,1
15039,"As crimes go , writer-director Michael Kalesniko 's How to Kill Your Neighbor 's Dog is slight but unendurable .",3
15040,"There must be an audience that enjoys the Friday series , but I would n't be interested in knowing any of them personally .",1
15041,A bold ( and lovely ) experiment that will almost certainly bore most audiences into their own brightly colored dreams .,4
15042,"An uplifting , largely bogus story .",3
15043,"An empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",2
15044,"If you are curious to see the darker side of what 's going on with young TV actors ( Dawson Leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .",2
15045,My own minority report is that it stinks .,1
15046,Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .,2
15047,"The script is high on squaddie banter , low on shocks .",4
15048,"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",1
15049,"While Solondz tries and tries hard , Storytelling fails to provide much more insight than the inside column of a torn book jacket .",2
15050,"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .",2
15051,"( Davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .",2
15052,"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .",2
15053,"... unlike ( Scorsese 's Mean Streets ) , Ash Wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .",1
15054,"Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",2
15055,"A few hours after you 've seen it , you forget you 've been to the movies .",2
15056,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway .",4
15057,"Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't .",1
15058,"Shadyac , who belongs with the damned for perpetrating Patch Adams , trots out every ghost trick from The Sixth Sense to The Mothman Prophecies .",3
15059,"The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .",3
15060,It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them .,1
15061,I 'd be hard pressed to think of a film more cloyingly sappy than Evelyn this year .,2
15062,Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .,1
15063,meanders between its powerful moments .,3
15064,"What remains is a variant of the nincompoop Benigni persona , here a more annoying , though less angry version of the irresponsible Sandlerian manchild , undercut by the voice of the star of Road Trip .",1
15065,A backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,2
15066,"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .",3
15067,... delivers few moments of inspiration amid the bland animation and simplistic story .,3
15068,"Take away the controversy , and it 's not much more watchable than a Mexican soap opera .",1
15069,"It 's got the brawn , but not the brains .",2
15070,Mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .,2
15071,"A lot of talent is wasted in this crass , low-wattage endeavor .",1
15072,To show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback of the original rape -- is overkill to the highest degree .,3
15073,( T ) oo many of these gross out scenes ...,2
15074,About one in three gags in White 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,2
15075,Little is done to support the premise other than fling gags at it to see which ones shtick .,2
15076,"Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .",3
15077,"If Jews were Catholics , this would be Catechism",3
15078,One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,2
15079,The big ending surprise almost saves the movie .,4
15080,It 's too bad that the rest is n't more compelling .,3
15081,"Charming , if overly complicated ...",3
15082,Schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression .,3
15083,"All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .",3
15084,It 's probably not easy to make such a worthless film ...,1
15085,"Hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it does n't .",3
15086,"Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .",1
15087,"For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over , No Such Thing is a big letdown .",1
15088,Constantly slips from the grasp of its maker .,1
15089,Smothered by its own solemnity .,3
15090,` Christian Bale 's Quinn ( is ) a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . ',2
15091,Might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,3
15092,"After you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot .",1
15093,Not one moment in the enterprise did n't make me want to lie down in a dark room with something cool to my brow .,3
15094,"In the era of The Sopranos , it feels painfully redundant and inauthentic .",2
15095,"The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .",2
15096,Breen 's script is sketchy with actorish notations on the margin of acting .,2
15097,"There 's no question that Epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .",3
15098,If only Merchant paid more attention the story .,2
15099,"At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",1
15100,... too contrived to be as naturally charming as it needs to be .,2
15101,"A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .",2
15102,"The characters are based on stock clich̩s , and the attempt to complicate the story only defies credibility .",2
15103,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,2
15104,"Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .",4
15105,A domestic melodrama with weak dialogue and biopic cliches .,2
15106,"Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .",1
15107,The movie is so thoughtlessly assembled .,4
15108,"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .",3
15109,plays like some corny television production from a bygone era,2
15110,The end result is like cold porridge with only the odd enjoyably chewy lump .,2
15111,"For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",4
15112,"I was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism .",2
15113,Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',4
15114,"Ignoring that , he made Swimfan anyway",2
15115,Naipaul fans may be disappointed .,2
15116,"Those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .",2
15117,"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",2
15118,"If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .",3
15119,"If you 're looking for a story , do n't bother .",2
15120,Full Frontal had no effect and elicited no sympathies for any of the characters .,2
15121,"By that measure , it is a failure .",1
15122,A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .,2
15123,"An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , Miss Congeniality .",2
15124,"Sometimes this modest little number clicks , and sometimes it does n't .",3
15125,"Like a pack of dynamite sticks , built for controversy .",2
15126,"The film is explosive , but a few of those sticks are wet .",3
15127,Has its charming quirks and its dull spots .,3
15128,"An admitted egomaniac , Evans is no Hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of Don Simpson .",2
15129,"The audience when I saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .",2
15130,Everyone 's to blame here .,2
15131,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,2
15132,Less a study in madness or love than a study in schoolgirl obsession .,2
15133,Rice never clearly defines his characters or gives us a reason to care about them .,2
15134,"It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",3
15135,"A slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .",3
15136,Sex With Strangers will shock many with its unblinking frankness .,3
15137,But what is missing from it all is a moral .,2
15138,What is the filmmakers ' point ?,3
15139,Why did they deem it necessary to document all this emotional misery ?,2
15140,"You see Robin Williams and psycho killer , and you think , hmmmmm .",3
15141,"You see the movie and you think , zzzzzzzzz .",1
15142,Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,1
15143,The movie slides downhill as soon as macho action conventions assert themselves .,1
15144,"Formulaic to the 51st power , more like .",2
15145,Draggin ' about dragons,3
15146,"Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .",2
15147,"A respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact .",3
15148,"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .",3
15149,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,3
15150,"Comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .",2
15151,Offers absolutely nothing I had n't already seen .,2
15152,"`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",1
15153,"You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .",3
15154,Suffice to say its total promise is left slightly unfulfilled .,2
15155,"Complex , sinuously plotted and , somehow , off-puttingly cold .",2
15156,"First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .",4
15157,"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .",1
15158,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",1
15159,Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .,2
15160,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .,1
15161,Lame Sweet Home leaves no Southern stereotype unturned .,2
15162,"Slow , dry , poorly cast , but beautifully shot .",3
15163,"The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",1
15164,Will give many ministers and Bible-study groups hours of material to discuss .,4
15165,"But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",2
15166,"In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .",2
15167,This long and relentlessly saccharine film is a clear case of preaching to the converted .,1
15168,The film is flat .,2
15169,The movie is a lumbering load of hokum but ... it 's at least watchable .,2
15170,It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .,3
15171,"An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .",2
15172,The first Fatal Attraction was vile enough .,1
15173,Do we really need the Tiger Beat version ?,2
15174,"This Bond film goes off the beaten path , not necessarily for the better .",2
15175,The problem is that the movie has no idea of it is serious or not .,2
15176,"When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .",2
15177,It would work much better as a one-hour TV documentary .,3
15178,The elements were all there but lack of a pyschological center knocks it flat .,2
15179,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .,3
15180,Simply does n't have sufficient heft to justify its two-hour running time .,3
15181,An unsuccessful attempt at a movie of ideas .,2
15182,"Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .",2
15183,"This toothless Dog , already on cable , loses all bite on the big screen .",2
15184,"It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .",1
15185,"Oh , and Booty Call .",3
15186,"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",2
15187,"It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .",2
15188,Serving Sara should be served an eviction notice at every theater stuck with it .,2
15189,Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,3
15190,"A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '",1
15191,"The movie has a script ( by Paul Pender ) made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .",1
15192,"A pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .",1
15193,"At some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",2
15194,"Despite some charm and heart , this quirky soccer import is forgettable",2
15195,"Meyjes 's movie , like Max Rothman 's future , does not work .",2
15196,What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .,2
15197,Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,2
15198,"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",3
15199,Not once does it come close to being exciting .,2
15200,"A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .",3
15201,"It plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness .",3
15202,There 's something not entirely convincing about The Quiet American .,3
15203,And that holds true for both the movie and the title character played by Brendan Fraser .,3
15204,One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,1
15205,Needed a little less bling-bling and a lot more romance .,2
15206,"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",3
15207,It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,2
15208,I 'm not exactly sure what this movie thinks it is about .,2
15209,Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,2
15210,So brisk is Wang 's pacing that none of the excellent cast are given air to breathe .,3
15211,"The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film .",2
15212,"Some elements of it really blow the big one , but other parts are decent .",3
15213,It is just too bad the film 's story does not live up to its style .,2
15214,"Unless you 're a fanatic , the best advice is : ` Scooby ' do n't .",2
15215,A cautionary tale about the folly of superficiality that is itself endlessly superficial .,2
15216,For single digits kidlets Stuart Little 2 is still a no brainer .,3
15217,"If you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .",2
15218,"Shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .",2
15219,"Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",2
15220,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,2
15221,This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .,2
15222,The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,2
15223,"A jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",2
15224,A sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply .,2
15225,"Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .",3
15226,"We hate ( Madonna ) within the film 's first five minutes , and she lacks the skill or presence to regain any ground .",2
15227,"Sounding like Arnold Schwarzenegger , with a physique to match , ( Ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .",2
15228,"Two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .",2
15229,A fascinating but choppy documentary .,3
15230,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,1
15231,"The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .",3
15232,"And as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .",2
15233,"Too stagey , talky -- and long -- for its own good .",2
15234,Apparently reassembled from the cutting-room floor of any given daytime soap .,2
15235,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,1
15236,"Despite Auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .",2
15237,Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,3
15238,... little more than a well-acted television melodrama shot for the big screen .,3
15239,Never comes together as a coherent whole .,2
15240,An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode .,2
15241,"First , for a movie that tries to be smart , it 's kinda dumb .",2
15242,"And second , what 's with all the shooting ?",2
15243,Do n't even bother to rent this on video .,1
15244,"There is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .",2
15245,This is the kind of movie that gets a quick release before real contenders arrive in September .,1
15246,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",1
15247,"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",2
15248,"The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .",1
15249,A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .,2
15250,An average B-movie with no aspirations to be anything more .,2
15251,"Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",3
15252,Gibney and Jarecki just want to string the bastard up .,3
15253,"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",2
15254,Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,3
15255,A film that suffers because of its many excesses .,2
15256,Too bland and fustily tasteful to be truly prurient .,2
15257,"In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .",2
15258,"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .",2
15259,"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",1
15260,"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .",2
15261,` CQ may one day be fondly remembered as Roman Coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,2
15262,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,1
15263,... the story simply putters along looking for astute observations and coming up blank .,2
15264,"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?",2
15265,It just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .,1
15266,This action-thriller\/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,2
15267,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .,1
15268,That 's because relatively nothing happens .,2
15269,"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .",1
15270,"Blue Crush follows the formula , but throws in too many conflicts to keep the story compelling .",2
15271,Boyd 's screenplay ( co-written with Guardian hack Nick Davies ) has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon .,2
15272,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",2
15273,"Jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .",2
15274,A moving picture that does not move .,2
15275,Ruh-roh !,3
15276,Romething 's really wrong with this ricture !,2
15277,"Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .",2
15278,I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .,1
15279,"` God help us , but Capra and Cooper are rolling over in their graves . '",2
15280,"... an hour-and-a-half of inoffensive , unmemorable filler .",1
15281,Is it a comedy ?,2
15282,A drama ?,3
15283,A romance ?,3
15284,A cartoon ?,2
15285,"Ze movie starts out so funny , then she is nothing .",3
15286,Did the film inform and educate me ?,3
15287,Yes .,4
15288,Did it move me to care about what happened in 1915 Armenia ?,3
15289,No. .,2
15290,And that is where Ararat went astray .,2
15291,It 's a bad sign in a thriller when you instantly know whodunit .,2
15292,Has a customarily jovial air but a deficit of flim-flam inventiveness .,2
15293,Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...,2
15294,It gets the details of its time frame right but it completely misses its emotions .,2
15295,"Who , exactly , is fighting whom here ?",2
15296,"Ah , yes , that would be me : fighting off the urge to doze .",1
15297,"A kilted Jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",2
15298,"Contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .",1
15299,"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .",2
15300,The film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,2
15301,The only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .,2
15302,"Average , at best , I 'm afraid .",2
15303,"This movie is so bad , that it 's almost worth seeing because it 's so bad .",2
15304,A crisply made movie that is no more than mildly amusing .,3
15305,"This movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .",1
15306,"Overall , it 's a pretty mediocre family film .",3
15307,"Love may have been in the air onscreen , but I certainly was n't feeling any of it .",2
15308,"In addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .",1
15309,The very definition of what critics have come to term an `` ambitious failure . '',2
15310,It 's as if De Palma spent an hour setting a fancy table and then served up Kraft Macaroni and Cheese .,1
15311,"The movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .",2
15312,Worthy of the gong .,2
15313,"While certainly more naturalistic than its Australian counterpart , Amari 's film falls short in building the drama of Lilia 's journey .",2
15314,I found the movie as divided against itself as the dysfunctional family it portrays .,2
15315,"The soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot .",2
15316,The movie does n't add anything fresh to the myth .,2
15317,As inept as big-screen remakes of The Avengers and The Wild Wild West .,2
15318,"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .",1
15319,Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,2
15320,"It 's a very sincere work , but it would be better as a diary or documentary .",4
15321,"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",1
15322,"Oops , she 's really done it this time .",3
15323,That chirpy songbird Britney Spears has popped up with more mindless drivel .,1
15324,"It 's a loathsome movie , it really is and it makes absolutely no sense .",1
15325,A chiller resolutely without chills .,1
15326,"For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the last one .",2
15327,"The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder .",2
15328,"`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way .",1
15329,"Though Frida is easier to swallow than Julie Taymor 's preposterous Titus , the eye candy here lacks considerable brio .",2
15330,"Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",4
15331,The whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,2
15332,"The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but Ram Dass : Fierce Grace does n't organize it with any particular insight .",3
15333,Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .,2
15334,It 's loud and boring ; watching it is like being trapped at a bad rock concert .,2
15335,"Merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",1
15336,"If you want a movie time trip , the 1960 version is a far smoother ride .",2
15337,Traffics in the kind of prechewed racial clich̩s that have already been through the corporate stand-up-comedy mill .,2
15338,"The story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .",2
15339,"... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .",1
15340,I wish Windtalkers had had more faith in the dramatic potential of this true story .,3
